Company,LTP (₹),Market Cap (Cr),Volume,Links,Ticker
Shradha Infraprojects Ltd.,60.00,304,"20,437",https://www.etmoney.com/stocks/shradha-infraprojects-ltd/3020,SHRADHA
UFO Moviez India Ltd.,78.06,303,"75,843",https://www.etmoney.com/stocks/ufo-moviez-india-ltd/24,UFO
Pil Italica Lifestyle Ltd.,12.82,301,"2,17,441",https://www.etmoney.com/stocks/pil-italica-lifestyle-ltd/920,PILITA
Kothari Sugars & Chemicals Ltd.,36.16,300,"43,354",https://www.etmoney.com/stocks/kothari-sugars-and-chemicals-ltd/381,KOTARISUG
Balaxi Pharmaceuticals Ltd.,53.94,298,"26,107",https://www.etmoney.com/stocks/balaxi-pharmaceuticals-ltd/611,BALAXI
Nath Bio-Genes (India) Ltd.,156.03,297,"17,833",https://www.etmoney.com/stocks/nath-bio-genes-india-ltd/969,NATHBIOGEN
Akme Fintrade (India) Ltd.,69.34,296,"1,29,575",https://www.etmoney.com/stocks/akme-fintrade-india-ltd/4763,AFIL
Sheetal Cool Products Ltd.,280.45,294,"18,145",https://www.etmoney.com/stocks/sheetal-cool-products-ltd/4258,SCPL
Vibhor Steel Tubes Ltd.,155.20,294,"11,207",https://www.etmoney.com/stocks/vibhor-steel-tubes-ltd/4554,VSTL
T T Ltd.,13.05,294,"3,43,758",https://www.etmoney.com/stocks/t-t-ltd/1115,TTL
Emami Realty Ltd.,76.75,290,"10,611",https://www.etmoney.com/stocks/emami-realty-ltd/2819,EMAMIREAL
Coastal Corporation Ltd.,214.56,287,"17,016",https://www.etmoney.com/stocks/coastal-corporation-ltd/2092,COASTCORP
Univastu India Ltd.,239.50,287,"6,040",https://www.etmoney.com/stocks/univastu-india-ltd/3010,UNIVASTU
VIP Clothing Ltd.,34.54,285,"1,79,914",https://www.etmoney.com/stocks/vip-clothing-ltd/192,VIPCLOTHNG
Starteck Finance Ltd.,284.65,282,"11,044",https://www.etmoney.com/stocks/starteck-finance-ltd/247,STARTECK
Jay Shree Tea & Industries Ltd.,97.64,282,"1,30,204",https://www.etmoney.com/stocks/jay-shree-tea-and-industries-ltd/1883,JAYSREETEA
Integra Essentia Ltd.,2.62,280,"35,36,063",https://www.etmoney.com/stocks/integra-essentia-ltd/3753,ESSENTIA
Sigma Solve Ltd.,271.65,279,"24,307",https://www.etmoney.com/stocks/sigma-solve-ltd/4382,SIGMA
DRC Systems India Ltd.,20.93,278,"3,18,701",https://www.etmoney.com/stocks/drc-systems-india-ltd/2849,DRCSYSTEMS
Global Education Ltd.,53.64,273,"68,399",https://www.etmoney.com/stocks/global-education-ltd/754,GLOBAL
Commercial Syn Bags Ltd.,68.20,272,"8,357",https://www.etmoney.com/stocks/commercial-syn-bags-ltd/2195,COMSYN
KM Sugar Mills Ltd.,29.42,271,"1,72,378",https://www.etmoney.com/stocks/km-sugar-mills-ltd/2008,KMSUGAR
Dev Information Technology Ltd.,119.97,270,"1,38,827",https://www.etmoney.com/stocks/dev-information-technology-ltd/4027,DEVIT
Shiva Texyarn Ltd.,207.98,270,"6,674",https://www.etmoney.com/stocks/shiva-texyarn-ltd/1881,SHIVATEX
Kanpur Plastipack Ltd.,119.73,269,"5,897",https://www.etmoney.com/stocks/kanpur-plastipack-ltd/2300,KANPRPLA
Nureca Ltd.,265.15,265,"5,372",https://www.etmoney.com/stocks/nureca-ltd/2672,NURECA
M K Proteins Ltd.,7.05,265,"1,55,046",https://www.etmoney.com/stocks/m-k-proteins-ltd/4388,MKPL
Sakthi Sugars Ltd.,22.23,264,"2,61,162",https://www.etmoney.com/stocks/sakthi-sugars-ltd/493,SAKHTISUG
Surana Telecom and Power Ltd.,19.43,264,"76,151",https://www.etmoney.com/stocks/surana-telecom-and-power-ltd/2564,SURANAT&P
Trigyn Technologies Ltd.,84.83,261,"3,01,888",https://www.etmoney.com/stocks/trigyn-technologies-ltd/1738,TRIGYN
Trejhara Solutions Ltd.,179.40,260,"13,824",https://www.etmoney.com/stocks/trejhara-solutions-ltd/167,TREJHARA
Tera Software Ltd.,208.10,260,"31,190",https://www.etmoney.com/stocks/tera-software-ltd/2322,TERASOFT
Ponni Sugars (Erode) Ltd.,302.25,260,"22,264",https://www.etmoney.com/stocks/ponni-sugars-erode-ltd/2214,PONNIERODE
Plaza Wires Ltd.,59.39,260,"28,204",https://www.etmoney.com/stocks/plaza-wires-ltd/4467,PLAZACABLE
Megastar Foods Ltd.,229.70,259,"3,982",https://www.etmoney.com/stocks/megastar-foods-ltd/4028,MEGASTAR
Virinchi Ltd.,25.22,258,"1,94,981",https://www.etmoney.com/stocks/virinchi-ltd/1899,VIRINCHI
Sahyadri Industries Ltd.,234.35,257,"10,605",https://www.etmoney.com/stocks/sahyadri-industries-ltd/2243,SAHYADRI
Country Club Hospitality & Holidays Ltd.,15.63,255,"26,797",https://www.etmoney.com/stocks/country-club-hospitality-and-holidays-ltd/216,CCHHL
Anik Industries Ltd.,91.85,255,"14,321",https://www.etmoney.com/stocks/anik-industries-ltd/2150,ANIKINDS
Digicontent Ltd.,43.62,254,"10,744",https://www.etmoney.com/stocks/digicontent-ltd/1751,DGCONTENT
Sadbhav Engineering Ltd.,14.77,253,"7,09,308",https://www.etmoney.com/stocks/sadbhav-engineering-ltd/2549,SADBHAV
Atlantaa Ltd,31.08,253,"61,105",https://www.etmoney.com/stocks/atlantaa-ltd/1011,ATLANTAA
PPAP Automotive Ltd.,179.52,253,"12,800",https://www.etmoney.com/stocks/ppap-automotive-ltd/1409,PPAP
Shreyans Industries Ltd.,182.26,252,"10,576",https://www.etmoney.com/stocks/shreyans-industries-ltd/2366,SHREYANIND
Star Paper Mills Ltd.,160.40,250,"19,284",https://www.etmoney.com/stocks/star-paper-mills-ltd/930,STARPAPER
Bannari Amman Spinning Mills Ltd.,38.23,248,"1,87,598",https://www.etmoney.com/stocks/bannari-amman-spinning-mills-ltd/2225,BASML
AION-TECH Solutions Ltd.,71.53,247,"3,09,682",https://www.etmoney.com/stocks/aion-tech-solutions-ltd/756,GOLDTECH
Modi Rubber Ltd.,98.68,247,560,https://www.etmoney.com/stocks/modi-rubber-ltd/3771,MODIRUBBER
Bhagyanagar India Ltd.,77.13,247,"15,865",https://www.etmoney.com/stocks/bhagyanagar-india-ltd/2019,BHAGYANGR
Vaishali Pharma Ltd.,15.83,246,"4,44,780",https://www.etmoney.com/stocks/vaishali-pharma-ltd/3047,VAISHALI
Supreme Infrastructure India Ltd.,95.21,245,"2,203",https://www.etmoney.com/stocks/supreme-infrastructure-india-ltd/3676,SUPREMEINF
Worth Peripherals Ltd.,155.22,244,"52,504",https://www.etmoney.com/stocks/worth-peripherals-ltd/1567,WORTH
North Eastern Carrying Corporation Ltd.,24.33,243,"1,82,083",https://www.etmoney.com/stocks/north-eastern-carrying-corporation-ltd/698,NECCLTD
Zodiac Clothing Company Ltd.,93.04,242,"15,372",https://www.etmoney.com/stocks/zodiac-clothing-company-ltd/461,ZODIACLOTH
Lorenzini Apparels Ltd.,13.83,239,"10,390",https://www.etmoney.com/stocks/lorenzini-apparels-ltd/4352,LAL
Welspun Investments & Commercials Ltd.,651.90,238,"1,179",https://www.etmoney.com/stocks/welspun-investments-and-commercials-ltd/560,WELINV
Udayshivakumar Infra Ltd.,42.89,237,"75,420",https://www.etmoney.com/stocks/udayshivakumar-infra-ltd/4335,USK
Vishwaraj Sugar Industries Ltd.,10.89,237,"4,66,703",https://www.etmoney.com/stocks/vishwaraj-sugar-industries-ltd/244,VISHWARAJ
Setco Automotive Ltd.,17.65,236,"54,232",https://www.etmoney.com/stocks/setco-automotive-ltd/1013,SETCO
Equippp Social Impact Technologies Ltd.,22.90,236,"2,799",https://www.etmoney.com/stocks/equippp-social-impact-technologies-ltd/3085,EQUIPPP
Natural Capsules Ltd.,228.80,236,"5,885",https://www.etmoney.com/stocks/natural-capsules-ltd/1991,NATCAPSUQ
Gillanders Arbuthnot & Company Ltd.,110.27,235,"15,719",https://www.etmoney.com/stocks/gillanders-arbuthnot-and-company-ltd/662,GILLANDERS
Niraj Cement Structurals Ltd.,45.89,234,"31,397",https://www.etmoney.com/stocks/niraj-cement-structurals-ltd/2732,NIRAJ
Mahalaxmi Rubtech Ltd.,220.35,234,"2,293",https://www.etmoney.com/stocks/mahalaxmi-rubtech-ltd/1187,MHLXMIRU
Indowind Energy Ltd.,18.10,233,"8,09,606",https://www.etmoney.com/stocks/indowind-energy-ltd/2982,INDOWIND
Cords Cable Industries Ltd.,179.60,232,"55,388",https://www.etmoney.com/stocks/cords-cable-industries-ltd/2459,CORDSCABLE
Zee Learn Ltd.,7.09,232,"9,09,105",https://www.etmoney.com/stocks/zee-learn-ltd/1382,ZEELEARN
Asian Hotels (East) Ltd.,133.07,230,"3,927",https://www.etmoney.com/stocks/asian-hotels-east-ltd/1711,AHLEAST
Tips Films Ltd.,531.65,230,422,https://www.etmoney.com/stocks/tips-films-ltd/4218,TIPSFILMS
Rossell India Ltd.,60.78,229,"12,464",https://www.etmoney.com/stocks/rossell-india-ltd/2731,ROSSELLIND
Alpa Laboratories Ltd.,108.74,229,"26,175",https://www.etmoney.com/stocks/alpa-laboratories-ltd/1129,ALPA
RS Software (India) Ltd.,88.20,228,"4,14,223",https://www.etmoney.com/stocks/rs-software-india-ltd/61,RSSOFTWARE
GP Petroleums Ltd.,44.23,226,"2,17,657",https://www.etmoney.com/stocks/gp-petroleums-ltd/269,GULFPETRO
Aspinwall and Company Ltd.,286.65,224,"7,799",https://www.etmoney.com/stocks/aspinwall-and-company-ltd/2848,ASPINWALL
Intense Technologies Ltd.,94.71,222,"1,31,271",https://www.etmoney.com/stocks/intense-technologies-ltd/800,INTENTECH
Aban Offshore Ltd.,38.00,222,"68,594",https://www.etmoney.com/stocks/aban-offshore-ltd/1936,ABAN
Rana Sugars Ltd.,14.41,221,"3,36,906",https://www.etmoney.com/stocks/rana-sugars-ltd/1432,RANASUG
Tainwala Chemicals & Plastics (India) Ltd.,235.90,221,"2,992",https://www.etmoney.com/stocks/tainwala-chemicals-and-plastics-india-ltd/2511,TAINWALCHM
Ruchi Infrastructure Ltd.,9.30,220,"81,804",https://www.etmoney.com/stocks/ruchi-infrastructure-ltd/3732,RUCHINFRA
Murudeshwar Ceramics Ltd.,35.98,218,"34,544",https://www.etmoney.com/stocks/murudeshwar-ceramics-ltd/1611,MURUDCERA
Kritika Wires Ltd.,8.05,214,"4,09,993",https://www.etmoney.com/stocks/kritika-wires-ltd/4094,KRITIKA
Magnum Ventures Ltd.,32.12,213,"58,419",https://www.etmoney.com/stocks/magnum-ventures-ltd/1819,MAGNUM
Shah Metacorp Ltd.,3.58,213,"5,32,630",https://www.etmoney.com/stocks/shah-metacorp-ltd/2075,SHAH
Avro India Ltd.,196.56,211,"11,450",https://www.etmoney.com/stocks/avro-india-ltd/4080,AVROIND
Dhunseri Tea & Industries Ltd.,198.85,209,"4,814",https://www.etmoney.com/stocks/dhunseri-tea-and-industries-ltd/1001,DTIL
KBC Global Ltd.,1.22,209,"83,80,078",https://www.etmoney.com/stocks/kbc-global-ltd/2534,KBCGLOBAL
Rane Engine Valve Ltd.,288.00,208,"6,027",https://www.etmoney.com/stocks/rane-engine-valve-ltd/1747,RANEENGINE
Universus Photo Imagings Ltd.,189.17,207,265,https://www.etmoney.com/stocks/universus-photo-imagings-ltd/542,UNIVPHOTO
Aartech Solonics Ltd.,64.63,205,"8,564",https://www.etmoney.com/stocks/aartech-solonics-ltd/4403,AARTECH
Rajshree Polypack Ltd.,27.97,205,"71,446",https://www.etmoney.com/stocks/rajshree-polypack-ltd/3966,RPPL
The Peria Karamalai Tea & Produce Company Ltd.,661.00,205,438,https://www.etmoney.com/stocks/the-peria-karamalai-tea-and-produce-company-ltd/3570,PKTEA
Vipul Ltd.,14.48,204,"1,63,440",https://www.etmoney.com/stocks/vipul-ltd/2412,VIPULLTD
Ducon Infratechnologies Ltd.,6.22,202,"3,45,765",https://www.etmoney.com/stocks/ducon-infratechnologies-ltd/2235,DUCON
Superhouse Ltd.,182.99,202,"2,093",https://www.etmoney.com/stocks/superhouse-ltd/514,SUPERHOUSE
Emmbi Industries Ltd.,109.13,202,"30,493",https://www.etmoney.com/stocks/emmbi-industries-ltd/1465,EMMBI
AMJ Land Holdings Ltd.,49.16,202,"80,460",https://www.etmoney.com/stocks/amj-land-holdings-ltd/2446,AMJLAND
The United Nilgiri Tea Estates Company Ltd.,402.30,201,"2,946",https://www.etmoney.com/stocks/the-united-nilgiri-tea-estates-company-ltd/2729,UNITEDTEA
Veto Switchgears & Cables Ltd.,102.98,197,"79,613",https://www.etmoney.com/stocks/veto-switchgears-and-cables-ltd/1289,VETO
Kalyani Forge Ltd.,540.00,196,244,https://www.etmoney.com/stocks/kalyani-forge-ltd/3644,KALYANIFRG
Sarthak Metals Ltd.,142.86,196,"8,892",https://www.etmoney.com/stocks/sarthak-metals-ltd/3963,SMLT
Sah Polymers Ltd.,74.03,191,"51,759",https://www.etmoney.com/stocks/sah-polymers-ltd/4296,SAH
Ginni Filaments Ltd.,22.25,191,"1,65,044",https://www.etmoney.com/stocks/ginni-filaments-ltd/1945,GINNIFILA
Delphi World Money Ltd.,170.30,190,776,https://www.etmoney.com/stocks/delphi-world-money-ltd/460,DELPHIFX
Crown Lifters Ltd.,168.62,189,"25,791",https://www.etmoney.com/stocks/crown-lifters-ltd/4026,CROWN
Intrasoft Technologies Ltd.,115.93,189,"9,346",https://www.etmoney.com/stocks/intrasoft-technologies-ltd/1315,ISFT
Hindcon Chemicals Ltd.,36.89,189,"30,116",https://www.etmoney.com/stocks/hindcon-chemicals-ltd/3065,HINDCON
DCM Ltd.,100.41,188,"21,337",https://www.etmoney.com/stocks/dcm-ltd/1497,DCM
Jullundur Motor Agency (Delhi) Ltd.,81.92,187,"16,899",https://www.etmoney.com/stocks/jullundur-motor-agency-delhi-ltd/825,JMA
Lancor Holdings Ltd.,25.46,186,"4,88,650",https://www.etmoney.com/stocks/lancor-holdings-ltd/2787,LANCORHOL
Sonam Ltd.,46.40,186,"2,70,099",https://www.etmoney.com/stocks/sonam-ltd/4389,SONAMLTD
Krebs Biochemicals & Industries Ltd.,85.95,185,"1,109",https://www.etmoney.com/stocks/krebs-biochemicals-and-industries-ltd/2469,KREBSBIO
Lagnam Spintex Ltd.,104.87,185,"8,002",https://www.etmoney.com/stocks/lagnam-spintex-ltd/3900,LAGNAM
AksharChem (India) Ltd.,229.85,185,"6,701",https://www.etmoney.com/stocks/aksharchem-india-ltd/2242,AKSHARCHEM
Omax Autos Ltd.,85.53,183,"36,623",https://www.etmoney.com/stocks/omax-autos-ltd/552,OMAXAUTO
Archidply Industries Ltd.,91.88,183,"2,13,489",https://www.etmoney.com/stocks/archidply-industries-ltd/373,ARCHIDPLY
Indian Terrain Fashions Ltd.,39.76,182,"31,551",https://www.etmoney.com/stocks/indian-terrain-fashions-ltd/1653,INDTERRAIN
Hilton Metal Forging Ltd.,85.71,180,"4,07,344",https://www.etmoney.com/stocks/hilton-metal-forging-ltd/1652,HILTON
Weizmann Ltd.,114.92,178,"6,227",https://www.etmoney.com/stocks/weizmann-ltd/1266,WEIZMANIND
Oriental Carbon & Chemicals Ltd.,177.81,178,"10,350",https://www.etmoney.com/stocks/oriental-carbon-and-chemicals-ltd/85,OCCL
Sikko Industries Ltd.,81.17,177,"2,16,486",https://www.etmoney.com/stocks/sikko-industries-ltd/3909,SIKKO
Sadbhav Infrastructure Project Ltd.,5.02,177,"1,08,403",https://www.etmoney.com/stocks/sadbhav-infrastructure-project-ltd/802,SADBHIN
Texmo Pipes & Products Ltd.,59.56,174,"64,862",https://www.etmoney.com/stocks/texmo-pipes-and-products-ltd/922,TEXMOPIPES
Shyam Century Ferrous Ltd.,8.18,174,"2,19,068",https://www.etmoney.com/stocks/shyam-century-ferrous-ltd/46,SHYAMCENT
Inventure Growth & Securities Ltd.,1.65,173,"20,31,405",https://www.etmoney.com/stocks/inventure-growth-and-securities-ltd/2770,INVENTURE
Umang Dairies Ltd.,78.51,173,"7,759",https://www.etmoney.com/stocks/umang-dairies-ltd/2724,UMANGDAIRY
Surana Solar Ltd.,35.03,172,"1,09,419",https://www.etmoney.com/stocks/surana-solar-ltd/544,SURANASOL
Rajnandini Metal Ltd.,6.20,171,"12,00,974",https://www.etmoney.com/stocks/rajnandini-metal-ltd/3841,RAJMET
BSL Ltd.,166.16,171,"35,782",https://www.etmoney.com/stocks/bsl-ltd/1244,BSL
Maheshwari Logistics Ltd.,57.72,171,"7,550",https://www.etmoney.com/stocks/maheshwari-logistics-ltd/1039,MAHESHWARI
Praxis Home Retail Ltd.,12.63,171,"51,718",https://www.etmoney.com/stocks/praxis-home-retail-ltd/614,PRAXIS
Aarvi Encon Ltd.,115.16,171,"15,578",https://www.etmoney.com/stocks/aarvi-encon-ltd/2814,AARVI
Bafna Pharmaceuticals Ltd.,71.95,170,821,https://www.etmoney.com/stocks/bafna-pharmaceuticals-ltd/2858,BAFNAPH
Dhruv Consultancy Services Ltd.,89.05,169,"20,000",https://www.etmoney.com/stocks/dhruv-consultancy-services-ltd/3961,DHRUV
Mukta Arts Ltd.,74.16,167,"12,529",https://www.etmoney.com/stocks/mukta-arts-ltd/2324,MUKTAARTS
Prudential Sugar Corporation Ltd.,46.10,167,"6,742",https://www.etmoney.com/stocks/prudential-sugar-corporation-ltd/4524,PRUDMOULI
SAL Steel Ltd.,19.65,167,"72,421",https://www.etmoney.com/stocks/sal-steel-ltd/1426,SALSTEEL
Par Drugs & Chemicals Ltd.,134.78,166,"14,764",https://www.etmoney.com/stocks/par-drugs-and-chemicals-ltd/3892,PAR
GVP Infotech Ltd.,10.15,165,"29,565",https://www.etmoney.com/stocks/gvp-infotech-ltd/4210,GVPTECH
Generic Engineering Construction and Projects Ltd.,28.78,164,"96,407",https://www.etmoney.com/stocks/generic-engineering-construction-and-projects-ltd/1008,GENCON
RKEC Projects Ltd.,68.30,164,"1,22,044",https://www.etmoney.com/stocks/rkec-projects-ltd/980,RKEC
Somi Conveyor Beltings Ltd.,137.19,162,"23,222",https://www.etmoney.com/stocks/somi-conveyor-beltings-ltd/1018,SOMICONVEY
Mangalam Drugs and Organics Ltd.,102.01,161,"59,072",https://www.etmoney.com/stocks/mangalam-drugs-and-organics-ltd/2460,MANGALAM
The Western India Plywood Ltd.,190.00,161,209,https://www.etmoney.com/stocks/the-western-india-plywood-ltd/3866,WIPL
Capital Trust Ltd.,94.67,161,"21,571",https://www.etmoney.com/stocks/capital-trust-ltd/1136,CAPTRUST
Alphageo (India) Ltd.,252.20,161,"6,891",https://www.etmoney.com/stocks/alphageo-india-ltd/1885,ALPHAGEO
The Indian Card Clothing Company Ltd.,270.00,160,813,https://www.etmoney.com/stocks/the-indian-card-clothing-company-ltd/2435,INDIANCARD
Airo Lam Ltd.,106.01,159,"2,456",https://www.etmoney.com/stocks/airo-lam-ltd/3904,AIROLAM
Xelpmoc Design and Tech Ltd.,108.04,159,"30,366",https://www.etmoney.com/stocks/xelpmoc-design-and-tech-ltd/2742,XELPMOC
Maha Rashtra Apex Corporation Ltd.,112.17,158,"54,872",https://www.etmoney.com/stocks/maha-rashtra-apex-corporation-ltd/3872,MAHAPEXLTD
Compucom Software Ltd.,19.82,157,"45,790",https://www.etmoney.com/stocks/compucom-software-ltd/66,COMPUSOFT
Reliance Home Finance Ltd.,3.22,156,"6,52,087",https://www.etmoney.com/stocks/reliance-home-finance-ltd/2507,RHFL
Smartlink Holdings Ltd.,155.86,155,"12,636",https://www.etmoney.com/stocks/smartlink-holdings-ltd/1626,SMARTLINK
IVP Ltd.,149.43,154,"11,672",https://www.etmoney.com/stocks/ivp-ltd/2988,IVP
Rajshree Sugars & Chemicals Ltd.,46.54,154,"49,575",https://www.etmoney.com/stocks/rajshree-sugars-and-chemicals-ltd/1547,RAJSREESUG
Bal Pharma Ltd.,95.94,153,"11,270",https://www.etmoney.com/stocks/bal-pharma-ltd/915,BALPHARMA
Teamo Productions HQ Ltd.,1.39,152,"17,44,877",https://www.etmoney.com/stocks/teamo-productions-hq-ltd/2562,TPHQ
Century Extrusions Ltd.,18.95,152,"1,13,568",https://www.etmoney.com/stocks/century-extrusions-ltd/1203,CENTEXT
Take Solutions Ltd.,10.22,151,"61,804",https://www.etmoney.com/stocks/take-solutions-ltd/2689,TAKE
Zenith Exports Ltd.,279.90,151,"1,174",https://www.etmoney.com/stocks/zenith-exports-ltd/2442,ZENITHEXPO
Signet Industries Ltd.,51.14,151,"27,701",https://www.etmoney.com/stocks/signet-industries-ltd/2477,SIGIND
Tarmat Ltd.,62.40,150,"16,271",https://www.etmoney.com/stocks/tarmat-ltd/678,TARMAT
Coral India Finance and Housing Ltd.,37.12,150,"27,132",https://www.etmoney.com/stocks/coral-india-finance-and-housing-ltd/1064,CORALFINAC
Incredible Industries Ltd.,31.32,146,"7,353",https://www.etmoney.com/stocks/incredible-industries-ltd/1164,INCREDIBLE
Ganges Securities Ltd.,146.19,146,"9,642",https://www.etmoney.com/stocks/ganges-securities-ltd/1921,GANGESSECU
Times Guaranty Ltd.,162.49,146,198,https://www.etmoney.com/stocks/times-guaranty-ltd/181,TIMESGTY
Arvee Laboratories (India) Ltd.,132.46,146,125,https://www.etmoney.com/stocks/arvee-laboratories-india-ltd/3758,ARVEE
Cubex Tubings Ltd.,101.89,146,"29,212",https://www.etmoney.com/stocks/cubex-tubings-ltd/286,CUBEXTUB
GTL Ltd.,9.24,145,"4,44,140",https://www.etmoney.com/stocks/gtl-ltd/760,GTL
Indbank Merchant Banking Services Ltd.,32.68,145,"47,890",https://www.etmoney.com/stocks/indbank-merchant-banking-services-ltd/26,INDBANK
Jocil Ltd.,162.76,145,"4,247",https://www.etmoney.com/stocks/jocil-ltd/2639,JOCIL
BAG Films & Media Ltd.,7.28,144,"74,915",https://www.etmoney.com/stocks/bag-films-and-media-ltd/2202,BAGFILMS
Manaksia Aluminium Company Ltd.,21.90,144,"90,639",https://www.etmoney.com/stocks/manaksia-aluminium-company-ltd/2057,MANAKALUCO
Yaari Digital Integrated Services Ltd,14.27,143,"43,850",https://www.etmoney.com/stocks/yaari-digital-integrated-services-ltd/1813,YAARI
Modern Threads (India) Ltd.,41.13,143,868,https://www.etmoney.com/stocks/modern-threads-india-ltd/4536,MODTHREAD
Pioneer Embroideries Ltd.,46.15,142,"5,632",https://www.etmoney.com/stocks/pioneer-embroideries-ltd/543,PIONEEREMB
Keynote Financial Services Ltd.,201.17,141,"23,146",https://www.etmoney.com/stocks/keynote-financial-services-ltd/1958,KEYFINSERV
Prajay Engineers Syndicate Ltd.,20.13,141,"14,66,693",https://www.etmoney.com/stocks/prajay-engineers-syndicate-ltd/109,PRAENG
Vaswani Industries Ltd.,44.18,138,"72,024",https://www.etmoney.com/stocks/vaswani-industries-ltd/1177,VASWANI
Flexituff Ventures International Ltd.,42.16,138,"5,336",https://www.etmoney.com/stocks/flexituff-ventures-international-ltd/3082,FLEXITUFF
Atal Realtech Ltd.,12.42,138,"4,22,592",https://www.etmoney.com/stocks/atal-realtech-ltd/4365,ATALREAL
Lovable Lingerie Ltd.,93.02,138,"1,14,695",https://www.etmoney.com/stocks/lovable-lingerie-ltd/1071,LOVABLE
Aksh Optifibre Ltd.,8.42,137,"95,635",https://www.etmoney.com/stocks/aksh-optifibre-ltd/694,AKSHOPTFBR
MRO-TEK Realty Ltd.,72.46,135,"38,501",https://www.etmoney.com/stocks/mro-tek-realty-ltd/2062,MRO-TEK
Hindprakash Industries Ltd.,118.40,135,967,https://www.etmoney.com/stocks/hindprakash-industries-ltd/4254,HPIL
Steel City Securities Ltd.,89.51,135,"13,171",https://www.etmoney.com/stocks/steel-city-securities-ltd/1597,STEELCITY
GSS Infotech Ltd.,51.67,135,"70,654",https://www.etmoney.com/stocks/gss-infotech-ltd/546,GSS
Salona Cotspin Ltd.,256.35,135,479,https://www.etmoney.com/stocks/salona-cotspin-ltd/1119,SALONA
Odigma Consultancy Solutions Ltd.,43.14,135,"19,021",https://www.etmoney.com/stocks/odigma-consultancy-solutions-ltd/4954,ODIGMA
Baid Finserv Ltd.,11.23,135,"1,60,553",https://www.etmoney.com/stocks/baid-finserv-ltd/2642,BAIDFIN
Standard Industries Ltd.,20.86,134,"31,707",https://www.etmoney.com/stocks/standard-industries-ltd/3818,SIL
Priti International Ltd.,100.49,134,"24,361",https://www.etmoney.com/stocks/priti-international-ltd/4061,PRITI
Globe Textiles (India) Ltd.,2.93,132,"12,74,969",https://www.etmoney.com/stocks/globe-textiles-india-ltd/3852,GLOBE
DB (International) Stock Brokers Ltd.,37.69,132,"86,502",https://www.etmoney.com/stocks/db-international-stock-brokers-ltd/1091,DBSTOCKBRO
Sampann Utpadan India Ltd.,32.42,132,"26,173",https://www.etmoney.com/stocks/sampann-utpadan-india-ltd/1892,SAMPANN
Regency Ceramics Ltd.,49.61,131,"8,920",https://www.etmoney.com/stocks/regency-ceramics-ltd/3773,REGENCERAM
MITCON Consultancy & Engineering Services Ltd.,90.47,131,"32,244",https://www.etmoney.com/stocks/mitcon-consultancy-and-engineering-services-ltd/4068,MITCON
Bhandari Hosiery Exports Ltd.,5.46,131,"4,82,265",https://www.etmoney.com/stocks/bhandari-hosiery-exports-ltd/2728,BHANDARI
Soma Textiles & Industries Ltd.,39.61,131,"8,498",https://www.etmoney.com/stocks/soma-textiles-and-industries-ltd/2851,SOMATEX
Digidrive Distributors Ltd.,33.93,131,"50,011",https://www.etmoney.com/stocks/digidrive-distributors-ltd/4530,DIGIDRIVE
IL&FS Transportation Networks Ltd.,3.92,129,"17,323",https://www.etmoney.com/stocks/ilandfs-transportation-networks-ltd/3760,IL&FSTRANS
Sambhaav Media Ltd.,6.74,129,"43,938",https://www.etmoney.com/stocks/sambhaav-media-ltd/737,SAMBHAAV
TruCap Finance Ltd.,11.01,129,"14,67,356",https://www.etmoney.com/stocks/trucap-finance-ltd/2737,TRU
JHS Svendgaard Laboratories Ltd.,15.00,128,"3,79,301",https://www.etmoney.com/stocks/jhs-svendgaard-laboratories-ltd/2755,JHS
Beardsell Ltd.,32.34,128,"29,875",https://www.etmoney.com/stocks/beardsell-ltd/1926,BEARDSELL
Fiberweb (India) Ltd.,44.10,127,"1,37,639",https://www.etmoney.com/stocks/fiberweb-india-ltd/1468,FIBERWEB
Accuracy Shipping Ltd.,8.41,127,"1,32,516",https://www.etmoney.com/stocks/accuracy-shipping-ltd/1912,ACCURACY
Kohinoor Foods Ltd.,34.00,126,"1,17,740",https://www.etmoney.com/stocks/kohinoor-foods-ltd/4082,KOHINOOR
Reliance Chemotex Industries Ltd.,166.95,126,881,https://www.etmoney.com/stocks/reliance-chemotex-industries-ltd/43,RELCHEMQ
Lotus Eye Hospital and Institute Ltd.,59.67,124,"8,266",https://www.etmoney.com/stocks/lotus-eye-hospital-and-institute-ltd/1023,LOTUSEYE
Palash Securities Ltd.,123.22,123,"10,549",https://www.etmoney.com/stocks/palash-securities-ltd/1223,PALASHSECU
Lambodhara Textiles Ltd.,118.71,123,"4,459",https://www.etmoney.com/stocks/lambodhara-textiles-ltd/1391,LAMBODHARA
Total Transport Systems Ltd.,75.99,123,"2,79,642",https://www.etmoney.com/stocks/total-transport-systems-ltd/1827,TOTAL
Prakash Steelage Ltd.,6.98,122,"2,46,715",https://www.etmoney.com/stocks/prakash-steelage-ltd/1235,PRAKASHSTL
Shreeoswal Seeds and Chemicals Ltd.,13.28,121,"60,396",https://www.etmoney.com/stocks/shreeoswal-seeds-and-chemicals-ltd/4332,OSWALSEEDS
Suryalakshmi Cotton Mills Ltd.,64.38,121,"16,258",https://www.etmoney.com/stocks/suryalakshmi-cotton-mills-ltd/1149,SURYALAXMI
