Company,LTP (₹),Market Cap (Cr),Volume,Links,Ticker
TVS Motor Company Ltd.,"2,381.90","1,13,161","6,31,536",https://www.etmoney.com/stocks/tvs-motor-company-ltd/2761,TVSMOTOR
Tata Power Company Ltd.,347.65,"1,11,086","60,83,541",https://www.etmoney.com/stocks/tata-power-company-ltd/2418,TATAPOWER
Bharat Petroleum Corporation Ltd.,255.60,"1,10,892","68,87,175",https://www.etmoney.com/stocks/bharat-petroleum-corporation-ltd/2358,BPCL
ABB India Ltd.,"5,123.85","1,08,579","9,38,108",https://www.etmoney.com/stocks/abb-india-ltd/1040,ABB
Bank of Baroda,208.89,"1,08,025","59,08,141",https://www.etmoney.com/stocks/bank-of-baroda/1239,BANKBARODA
GAIL (India) Ltd.,163.53,"1,07,523","98,42,304",https://www.etmoney.com/stocks/gail-india-ltd/306,GAIL
Punjab National Bank,92.86,"1,06,723","1,47,82,674",https://www.etmoney.com/stocks/punjab-national-bank/1628,PNB
Indian Hotels Company Ltd.,746.70,"1,06,288","38,99,571",https://www.etmoney.com/stocks/indian-hotels-company-ltd/2342,INDHOTEL
Torrent Pharmaceuticals Ltd.,"3,120.55","1,05,614","2,94,730",https://www.etmoney.com/stocks/torrent-pharmaceuticals-ltd/977,TORNTPHARM
Shriram Finance Ltd.,557.80,"1,04,888","40,66,886",https://www.etmoney.com/stocks/shriram-finance-ltd/1141,SHRIRAMFIN
Godrej Consumer Products Ltd.,"1,024.50","1,04,807","27,57,447",https://www.etmoney.com/stocks/godrej-consumer-products-ltd/2575,GODREJCP
REC Ltd.,395.65,"1,04,184","87,06,790",https://www.etmoney.com/stocks/rec-ltd/952,RECLTD
Shree Cements Ltd.,"28,655.15","1,03,390","15,671",https://www.etmoney.com/stocks/shree-cements-ltd/832,SHREECEM
Tata Consumer Products Ltd.,"1,025.30","1,01,452","7,82,204",https://www.etmoney.com/stocks/tata-consumer-products-ltd/1179,TATACONSUM
Max Healthcare Institute Ltd.,"1,019.50","99,110","17,51,070",https://www.etmoney.com/stocks/max-healthcare-institute-ltd/2624,MAXHEALTH
Info Edge (India) Ltd.,"7,595.05","98,420","1,69,539",https://www.etmoney.com/stocks/info-edge-india-ltd/1888,NAUKRI
Mankind Pharma Ltd.,"2,364.55","97,556","3,47,490",https://www.etmoney.com/stocks/mankind-pharma-ltd/4356,MANKIND
Dr. Reddy's Laboratories Ltd.,"1,165.85","97,284","30,62,142",https://www.etmoney.com/stocks/dr-reddys-laboratories-ltd/1999,DRREDDY
United Spirits Ltd.,"1,328.85","96,654","4,64,950",https://www.etmoney.com/stocks/united-spirits-ltd/1320,UNITDSPR
Havells India Ltd.,"1,515.65","95,022","9,04,580",https://www.etmoney.com/stocks/havells-india-ltd/305,HAVELLS
Apollo Hospitals Enterprise Ltd.,"6,422.65","92,348","1,95,067",https://www.etmoney.com/stocks/apollo-hospitals-enterprise-ltd/465,APOLLOHOSP
Persistent Systems Ltd.,"5,899.80","91,948","5,09,368",https://www.etmoney.com/stocks/persistent-systems-ltd/434,PERSISTENT
Muthoot Finance Ltd.,"2,264.20","90,899","5,14,370",https://www.etmoney.com/stocks/muthoot-finance-ltd/219,MUTHOOTFIN
Bajaj Housing Finance Ltd.,109.03,"90,802","77,78,169",https://www.etmoney.com/stocks/bajaj-housing-finance-ltd/4879,BAJAJHFL
Samvardhana Motherson International Ltd.,128.46,"90,388","2,08,16,097",https://www.etmoney.com/stocks/samvardhana-motherson-international-ltd/1654,MOTHERSON
Lupin Ltd.,"1,978.25","90,303","16,50,681",https://www.etmoney.com/stocks/lupin-ltd/909,LUPIN
Indus Towers Ltd.,341.40,"90,067","70,10,165",https://www.etmoney.com/stocks/indus-towers-ltd/327,INDUSTOWER
Zydus Lifesciences Ltd.,891.45,"89,701","29,89,352",https://www.etmoney.com/stocks/zydus-lifesciences-ltd/2455,ZYDUSLIFE
Dabur India Ltd.,504.45,"89,405","27,15,980",https://www.etmoney.com/stocks/dabur-india-ltd/223,DABUR
CG Power and Industrial Solutions Ltd.,584.20,"89,317","19,64,251",https://www.etmoney.com/stocks/cg-power-and-industrial-solutions-ltd/1787,CGPOWER
NTPC Green Energy Ltd.,104.62,"88,156","46,21,382",https://www.etmoney.com/stocks/ntpc-green-energy-ltd/4948,NTPCGREEN
Mazagon Dock Shipbuilders Ltd.,"2,180.10","87,941","83,36,084",https://www.etmoney.com/stocks/mazagon-dock-shipbuilders-ltd/2020,MAZDOCK
Jindal Steel & Power Ltd.,860.10,"87,738","13,78,738",https://www.etmoney.com/stocks/jindal-steel-and-power-ltd/496,JINDALSTEL
Union Bank of India,114.92,"87,725","1,48,71,033",https://www.etmoney.com/stocks/union-bank-of-india/2718,UNIONBANK
Indian Overseas Bank,46.30,"87,518","31,91,340",https://www.etmoney.com/stocks/indian-overseas-bank/1052,IOB
ICICI Lombard General Insurance Company Ltd.,"1,728.95","85,654","5,45,419",https://www.etmoney.com/stocks/icici-lombard-general-insurance-company-ltd/571,ICICIGI
Swiggy Ltd.,377.40,"85,468","2,75,76,813",https://www.etmoney.com/stocks/swiggy-ltd/4934,SWIGGY
Dixon Technologies (India) Ltd.,"14,088.30","84,630","2,21,334",https://www.etmoney.com/stocks/dixon-technologies-india-ltd/1802,DIXON
Polycab India Ltd.,"5,600.10","84,227","3,48,483",https://www.etmoney.com/stocks/polycab-india-ltd/1648,POLYCAB
ICICI Prudential Life Insurance Company Ltd.,576.00,"83,246","11,20,833",https://www.etmoney.com/stocks/icici-prudential-life-insurance-company-ltd/1058,ICICIPRULI
Marico Ltd.,634.95,"82,250","10,23,390",https://www.etmoney.com/stocks/marico-ltd/932,MARICO
SBI Cards and Payment Services Ltd.,857.90,"81,617","18,30,099",https://www.etmoney.com/stocks/sbi-cards-and-payment-services-ltd/1848,SBICARD
HDFC Asset Management Company Ltd.,"3,791.75","81,055","2,34,495",https://www.etmoney.com/stocks/hdfc-asset-management-company-ltd/1215,HDFCAMC
SRF Ltd.,"2,728.00","80,865","2,31,538",https://www.etmoney.com/stocks/srf-ltd/643,SRF
IndusInd Bank Ltd.,"1,035.80","80,694","24,64,555",https://www.etmoney.com/stocks/indusind-bank-ltd/2174,INDUSINDBK
Adani Energy Solutions Ltd.,670.65,"80,564","18,83,969",https://www.etmoney.com/stocks/adani-energy-solutions-ltd/2591,ADANIENSOL
Bosch Ltd.,"27,295.40","80,504","15,846",https://www.etmoney.com/stocks/bosch-ltd/1150,BOSCHLTD
JSW Energy Ltd.,454.85,"79,497","40,76,153",https://www.etmoney.com/stocks/jsw-energy-ltd/211,JSWENERGY
Solar Industries India Ltd.,"8,783.70","79,484","86,726",https://www.etmoney.com/stocks/solar-industries-india-ltd/1314,SOLARINDS
IDBI Bank Ltd.,73.16,"78,665","30,94,666",https://www.etmoney.com/stocks/idbi-bank-ltd/1188,IDBI
Rail Vikas Nigam Ltd.,376.85,"78,574","5,59,21,698",https://www.etmoney.com/stocks/rail-vikas-nigam-ltd/855,RVNL
Canara Bank,85.56,"77,608","2,75,45,822",https://www.etmoney.com/stocks/canara-bank/255,CANBK
Hero MotoCorp Ltd.,"3,879.15","77,587","4,53,662",https://www.etmoney.com/stocks/hero-motocorp-ltd/2223,HEROMOTOCO
Oracle Financial Services Software Ltd.,"8,793.40","76,356","53,084",https://www.etmoney.com/stocks/oracle-financial-services-software-ltd/840,OFSS
BSE Ltd.,"5,631.00","76,230","39,43,621",https://www.etmoney.com/stocks/bse-ltd/78,BSE
NHPC Ltd.,74.62,"74,956","1,20,62,248",https://www.etmoney.com/stocks/nhpc-ltd/1691,NHPC
Cummins India Ltd.,"2,690.30","74,575","9,08,689",https://www.etmoney.com/stocks/cummins-india-ltd/362,CUMMINSIND
GMR Airports Ltd.,70.27,"74,198","2,02,10,142",https://www.etmoney.com/stocks/gmr-airports-ltd/2220,GMRAIRPORT
Suzlon Energy Ltd.,54.16,"73,921","7,19,27,816",https://www.etmoney.com/stocks/suzlon-energy-ltd/1430,SUZLON
Indian Bank,525.95,"70,844","7,67,980",https://www.etmoney.com/stocks/indian-bank/408,INDIANB
PB Fintech Ltd.,"1,511.80","69,431","13,26,272",https://www.etmoney.com/stocks/pb-fintech-ltd/3914,POLICYBZR
Hindustan Petroleum Corporation Ltd.,324.60,"69,069","23,25,236",https://www.etmoney.com/stocks/hindustan-petroleum-corporation-ltd/1282,HINDPETRO
Bharti Hexacom Ltd.,"1,365.90","68,295","2,43,838",https://www.etmoney.com/stocks/bharti-hexacom-ltd/4710,BHARTIHEXA
Bharat Heavy Electricals Ltd.,195.09,"67,932","1,66,02,294",https://www.etmoney.com/stocks/bharat-heavy-electricals-ltd/2141,BHEL
General Insurance Corporation of India,383.65,"67,308","7,05,746",https://www.etmoney.com/stocks/general-insurance-corporation-of-india/251,GICRE
Colgate-Palmolive (India) Ltd.,"2,460.45","66,921","5,73,419",https://www.etmoney.com/stocks/colgate-palmolive-india-ltd/1508,COLPAL
Ashok Leyland Ltd.,225.41,"66,192","63,01,198",https://www.etmoney.com/stocks/ashok-leyland-ltd/2231,ASHOKLEY
Patanjali Foods Ltd.,"1,824.40","66,042","2,90,227",https://www.etmoney.com/stocks/patanjali-foods-ltd/2625,PATANJALI
Aurobindo Pharma Ltd.,"1,135.20","65,933","37,54,940",https://www.etmoney.com/stocks/aurobindo-pharma-ltd/2473,AUROPHARMA
Oil India Ltd.,396.35,"64,471","23,27,087",https://www.etmoney.com/stocks/oil-india-ltd/866,OIL
Adani Total Gas Ltd.,582.65,"64,080","5,44,265",https://www.etmoney.com/stocks/adani-total-gas-ltd/1932,ATGL
Waaree Energies Ltd.,"2,220.30","63,785","11,04,031",https://www.etmoney.com/stocks/waaree-energies-ltd/4921,WAAREEENER
Torrent Power Ltd.,"1,258.70","63,426","5,52,892",https://www.etmoney.com/stocks/torrent-power-ltd/156,TORNTPOWER
Abbott India Ltd.,"29,721.15","63,155","21,240",https://www.etmoney.com/stocks/abbott-india-ltd/292,ABBOTINDIA
Godrej Properties Ltd.,"2,047.50","61,667","7,53,991",https://www.etmoney.com/stocks/godrej-properties-ltd/2151,GODREJPROP
Lloyds Metals & Energy Ltd.,"1,171.90","61,319","2,66,946",https://www.etmoney.com/stocks/lloyds-metals-and-energy-ltd/2327,LLOYDSME
Vodafone Idea Ltd.,8.30,"59,256","29,98,64,398",https://www.etmoney.com/stocks/vodafone-idea-ltd/2661,IDEA
Indian Railway Catering & Tourism Corporation Ltd.,728.30,"58,264","7,85,782",https://www.etmoney.com/stocks/indian-railway-catering-and-tourism-corporation-ltd/616,IRCTC
Oberoi Realty Ltd.,"1,602.15","58,255","6,54,144",https://www.etmoney.com/stocks/oberoi-realty-ltd/2135,OBEROIRLTY
NMDC Ltd.,64.95,"57,103","1,79,99,735",https://www.etmoney.com/stocks/nmdc-ltd/2037,NMDC
Berger Paints (India) Ltd.,489.00,"57,003","4,36,944",https://www.etmoney.com/stocks/berger-paints-india-ltd/44,BERGEPAINT
Alkem Laboratories Ltd.,"4,741.70","56,694","1,29,477",https://www.etmoney.com/stocks/alkem-laboratories-ltd/728,ALKEM
YES Bank Ltd.,18.00,"56,437","6,33,65,019",https://www.etmoney.com/stocks/yes-bank-ltd/2266,YESBANK
Phoenix Mills Ltd.,"1,554.30","55,568","5,78,298",https://www.etmoney.com/stocks/phoenix-mills-ltd/1186,PHOENIXLTD
United Breweries Ltd.,"2,027.20","53,600","3,29,993",https://www.etmoney.com/stocks/united-breweries-ltd/2123,UBL
Prestige Estates Projects Ltd.,"1,230.05","52,982","12,79,701",https://www.etmoney.com/stocks/prestige-estates-projects-ltd/533,PRESTIGE
Sundaram Finance Ltd.,"4,741.30","52,678","58,757",https://www.etmoney.com/stocks/sundaram-finance-ltd/250,SUNDARMFIN
Coforge Ltd.,"7,774.65","51,991","3,98,492",https://www.etmoney.com/stocks/coforge-ltd/2647,COFORGE
Tube Investments of India Ltd.,"2,678.00","51,813","2,23,287",https://www.etmoney.com/stocks/tube-investments-of-india-ltd/759,TIINDIA
Balkrishna Industries Ltd.,"2,675.55","51,723","91,434",https://www.etmoney.com/stocks/balkrishna-industries-ltd/1908,BALKRISIND
L&T Technology Services Ltd.,"4,872.05","51,584","1,47,229",https://www.etmoney.com/stocks/landt-technology-services-ltd/180,LTTS
Bharat Forge Ltd.,"1,076.05","51,445","3,46,156",https://www.etmoney.com/stocks/bharat-forge-ltd/1401,BHARATFORG
Coromandel International Ltd.,"1,714.60","50,516","5,49,094",https://www.etmoney.com/stocks/coromandel-international-ltd/112,COROMANDEL
UPL Ltd.,650.05,"50,318","27,62,726",https://www.etmoney.com/stocks/upl-ltd/1419,UPL
Linde India Ltd.,"5,859.90","49,976","80,234",https://www.etmoney.com/stocks/linde-india-ltd/1665,LINDEINDIA
Kalyan Jewellers India Ltd.,483.15,"49,834","1,63,18,703",https://www.etmoney.com/stocks/kalyan-jewellers-india-ltd/1153,KALYANKJIL
Jindal Stainless Ltd.,602.55,"49,636","8,00,758",https://www.etmoney.com/stocks/jindal-stainless-ltd/1168,JSL
MphasiS Ltd.,"2,611.25","49,411","2,51,079",https://www.etmoney.com/stocks/mphasis-ltd/1254,MPHASIS
FSN E-Commerce Ventures Ltd.,170.77,"48,824","33,47,582",https://www.etmoney.com/stocks/fsn-e-commerce-ventures-ltd/3915,NYKAA
UNO Minda Ltd.,850.20,"48,815","10,44,468",https://www.etmoney.com/stocks/uno-minda-ltd/2169,UNOMINDA
PI Industries Ltd.,"3,203.50","48,603","1,79,722",https://www.etmoney.com/stocks/pi-industries-ltd/1405,PIIND
Schaeffler India Ltd.,"3,057.70","47,793","37,142",https://www.etmoney.com/stocks/schaeffler-india-ltd/1895,SCHAEFFLER
One97 Communications Ltd.,744.70,"47,487","40,38,583",https://www.etmoney.com/stocks/one97-communications-ltd/3919,PAYTM
Vishal Mega Mart Ltd.,105.23,"47,445","2,02,43,763",https://www.etmoney.com/stocks/vishal-mega-mart-ltd/4961,VMM
JSW Infrastructure Ltd.,225.35,"47,324","19,75,645",https://www.etmoney.com/stocks/jsw-infrastructure-ltd/4459,JSWINFRA
Supreme Industries Ltd.,"3,713.60","47,173","1,68,985",https://www.etmoney.com/stocks/supreme-industries-ltd/1299,SUPREMEIND
The Fertilisers and Chemicals Travancore Ltd.,726.70,"47,023","3,77,628",https://www.etmoney.com/stocks/the-fertilisers-and-chemicals-travancore-ltd/23,FACT
Jubilant Foodworks Ltd.,709.45,"46,813","20,35,388",https://www.etmoney.com/stocks/jubilant-foodworks-ltd/905,JUBLFOOD
MRF Ltd.,"1,09,570.70","46,471","3,428",https://www.etmoney.com/stocks/mrf-ltd/2083,MRF
Page Industries Ltd.,"41,530.45","46,323","21,743",https://www.etmoney.com/stocks/page-industries-ltd/1063,PAGEIND
UCO Bank,38.58,"46,126","35,27,775",https://www.etmoney.com/stocks/uco-bank/2186,UCOBANK
Indian Renewable Energy Development Agency Ltd.,170.20,"45,746","1,06,83,483",https://www.etmoney.com/stocks/indian-renewable-energy-development-agency-ltd/4514,IREDA
Fortis Healthcare Ltd.,603.10,"45,532","11,00,162",https://www.etmoney.com/stocks/fortis-healthcare-ltd/1189,FORTIS
Procter & Gamble Hygiene & Healthcare Ltd.,"14,004.85","45,461","5,162",https://www.etmoney.com/stocks/procter-and-gamble-hygiene-and-healthcare-ltd/125,PGHH
Bank of India,99.37,"45,240","83,83,145",https://www.etmoney.com/stocks/bank-of-india/1752,BANKINDIA
Premier Energies Ltd.,999.90,"45,073","15,53,437",https://www.etmoney.com/stocks/premier-energies-ltd/4868,PREMIERENE
Hitachi Energy India Ltd.,"10,602.95","44,937","1,41,491",https://www.etmoney.com/stocks/hitachi-energy-india-ltd/354,POWERINDIA
Petronet LNG Ltd.,298.35,"44,753","14,56,608",https://www.etmoney.com/stocks/petronet-lng-ltd/1389,PETRONET
Federal Bank Ltd.,181.18,"44,486","30,20,603",https://www.etmoney.com/stocks/federal-bank-ltd/815,FEDERALBNK
Steel Authority of India (SAIL) Ltd.,106.53,"44,002","1,09,54,930",https://www.etmoney.com/stocks/steel-authority-of-india-sail-ltd/1380,SAIL
IDFC First Bank Ltd.,59.99,"43,920","1,46,02,416",https://www.etmoney.com/stocks/idfc-first-bank-ltd/2475,IDFCFIRSTB
Tata Communications Ltd.,"1,501.80","42,801","1,47,128",https://www.etmoney.com/stocks/tata-communications-ltd/1783,TATACOMM
Voltas Ltd.,"1,284.10","42,489","18,29,398",https://www.etmoney.com/stocks/voltas-ltd/258,VOLTAS
GlaxoSmithKline Pharmaceuticals Ltd.,"2,507.25","42,474","9,98,313",https://www.etmoney.com/stocks/glaxosmithkline-pharmaceuticals-ltd/2539,GLAXO
Container Corporation of India Ltd.,696.25,"42,422","10,63,820",https://www.etmoney.com/stocks/container-corporation-of-india-ltd/727,CONCOR
Aditya Birla Capital Ltd.,155.51,"40,537","19,53,982",https://www.etmoney.com/stocks/aditya-birla-capital-ltd/88,ABCAPITAL
Biocon Ltd.,336.80,"40,436","32,27,705",https://www.etmoney.com/stocks/biocon-ltd/1785,BIOCON
Gujarat Fluorochemicals Ltd.,"3,660.20","40,207","41,875",https://www.etmoney.com/stocks/gujarat-fluorochemicals-ltd/1942,FLUOROCHEM
Central Bank of India,46.29,"40,184","40,65,306",https://www.etmoney.com/stocks/central-bank-of-india/31,CENTRALBK
Thermax Ltd.,"3,339.65","39,794","3,95,095",https://www.etmoney.com/stocks/thermax-ltd/2272,THERMAX
Au Small Finance Bank Ltd.,525.65,"39,129","1,12,18,538",https://www.etmoney.com/stocks/au-small-finance-bank-ltd/295,AUBANK
Blue Star Ltd.,"1,897.90","39,024","5,85,530",https://www.etmoney.com/stocks/blue-star-ltd/535,BLUESTARCO
Glenmark Pharmaceuticals Ltd.,"1,369.45","38,644","5,93,782",https://www.etmoney.com/stocks/glenmark-pharmaceuticals-ltd/314,GLENMARK
Bharat Dynamics Ltd.,"1,048.30","38,427","19,16,297",https://www.etmoney.com/stocks/bharat-dynamics-ltd/502,BDL
APL Apollo Tubes Ltd.,"1,380.65","38,316","13,88,508",https://www.etmoney.com/stocks/apl-apollo-tubes-ltd/1476,APLAPOLLO
Bank of Maharashtra,49.78,"38,289","66,00,123",https://www.etmoney.com/stocks/bank-of-maharashtra/2336,MAHABANK
Tata Elxsi Ltd.,"6,017.60","37,480","1,59,802",https://www.etmoney.com/stocks/tata-elxsi-ltd/2365,TATAELXSI
Ipca Laboratories Ltd.,"1,467.85","37,240","2,45,262",https://www.etmoney.com/stocks/ipca-laboratories-ltd/229,IPCALAB
Astral Ltd.,"1,371.70","36,849","2,89,289",https://www.etmoney.com/stocks/astral-ltd/40,ASTRAL
Housing and Urban Development Corporation Ltd.,183.68,"36,771","68,95,180",https://www.etmoney.com/stocks/housing-and-urban-development-corporation-ltd/1487,HUDCO
Motilal Oswal Financial Services Ltd.,613.10,"36,742","19,31,280",https://www.etmoney.com/stocks/motilal-oswal-financial-services-ltd/878,MOTILALOFS
KPIT Technologies Ltd.,"1,336.25","36,632","4,97,257",https://www.etmoney.com/stocks/kpit-technologies-ltd/273,KPITTECH
360 One Wam Ltd.,932.70,"36,622","9,31,472",https://www.etmoney.com/stocks/360-one-wam-ltd/1384,360ONE
Max Financial Services Ltd.,"1,047.15","36,139","5,37,834",https://www.etmoney.com/stocks/max-financial-services-ltd/2420,MFSL
JK Cement Ltd.,"4,621.85","35,712","1,34,931",https://www.etmoney.com/stocks/jk-cement-ltd/931,JKCEMENT
SJVN Ltd.,89.98,"35,360","69,48,254",https://www.etmoney.com/stocks/sjvn-ltd/2246,SJVN
GE Vernova T&D India Ltd.,"1,374.05","35,182","9,26,861",https://www.etmoney.com/stocks/ge-vernova-tandd-india-ltd/15,GVT&D
ACC Ltd.,"1,867.10","35,062","1,87,021",https://www.etmoney.com/stocks/acc-ltd/1793,ACC
Ajanta Pharma Ltd.,"2,788.40","34,830","2,68,328",https://www.etmoney.com/stocks/ajanta-pharma-ltd/880,AJANTPHARM
Crisil Ltd.,"4,706.70","34,420","55,341",https://www.etmoney.com/stocks/crisil-ltd/1806,CRISIL
Mahindra & Mahindra Financial Services Ltd.,278.40,"34,397","6,41,863",https://www.etmoney.com/stocks/mahindra-and-mahindra-financial-services-ltd/743,M&MFIN
National Aluminium Company Ltd.,187.08,"34,360","82,62,336",https://www.etmoney.com/stocks/national-aluminium-company-ltd/2773,NATIONALUM
ITC Hotels Ltd.,164.61,"34,258","1,24,88,407",https://www.etmoney.com/stocks/itc-hotels-ltd/4999,ITCHOTELS
Cochin Shipyard Ltd.,"1,299.15","34,178","14,63,068",https://www.etmoney.com/stocks/cochin-shipyard-ltd/2361,COCHINSHIP
Godfrey Phillips India Ltd.,"6,559.25","34,104","10,19,822",https://www.etmoney.com/stocks/godfrey-phillips-india-ltd/1934,GODFRYPHLP
KEI Industries Ltd.,"3,568.60","34,099","5,63,786",https://www.etmoney.com/stocks/kei-industries-ltd/69,KEI
Escorts Kubota Ltd.,"3,020.10","33,788","58,641",https://www.etmoney.com/stocks/escorts-kubota-ltd/335,ESCORTS
L&T Finance Ltd.,135.25,"33,743","27,23,336",https://www.etmoney.com/stocks/landt-finance-ltd/1815,LTF
Dalmia Bharat Ltd.,"1,770.75","33,210","44,341",https://www.etmoney.com/stocks/dalmia-bharat-ltd/848,DALBHARAT
Nippon Life India Asset Management Ltd.,521.90,"33,081","11,67,155",https://www.etmoney.com/stocks/nippon-life-india-asset-management-ltd/1730,NAM-INDIA
Adani Wilmar Ltd.,253.70,"32,973","21,72,569",https://www.etmoney.com/stocks/adani-wilmar-ltd/4012,AWL
AIA Engineering Ltd.,"3,408.80","31,811","18,536",https://www.etmoney.com/stocks/aia-engineering-ltd/2428,AIAENG
NLC India Ltd.,229.40,"31,809","70,24,903",https://www.etmoney.com/stocks/nlc-india-ltd/1350,NLCINDIA
Sona BLW Precision Forgings Ltd.,509.35,"31,667","15,95,962",https://www.etmoney.com/stocks/sona-blw-precision-forgings-ltd/3133,SONACOMS
Metro Brands Ltd.,"1,158.10","31,524","39,959",https://www.etmoney.com/stocks/metro-brands-ltd/3974,METROBRAND
Exide Industries Ltd.,364.05,"30,944","11,35,144",https://www.etmoney.com/stocks/exide-industries-ltd/1528,EXIDEIND
Global Health Ltd.,"1,149.35","30,870","2,60,119",https://www.etmoney.com/stocks/global-health-ltd/4246,MEDANTA
3M India Ltd.,"27,000.85","30,417","2,986",https://www.etmoney.com/stocks/3m-india-ltd/1304,3MINDIA
Tata Investment Corporation Ltd.,"5,944.45","30,076","8,04,937",https://www.etmoney.com/stocks/tata-investment-corporation-ltd/1248,TATAINVEST
Inventurus Knowledge Solutions Ltd.,"1,750.75","30,038","94,565",https://www.etmoney.com/stocks/inventurus-knowledge-solutions-ltd/4964,IKS
Honeywell Automation India Ltd.,"33,746.55","29,837","2,813",https://www.etmoney.com/stocks/honeywell-automation-india-ltd/853,HONAUT
LIC Housing Finance Ltd.,541.00,"29,758","7,74,412",https://www.etmoney.com/stocks/lic-housing-finance-ltd/1627,LICHSGFIN
Tata Technologies Ltd.,729.65,"29,600","7,28,933",https://www.etmoney.com/stocks/tata-technologies-ltd/4511,TATATECH
Suven Pharmaceuticals Ltd.,"1,159.95","29,528","5,40,965",https://www.etmoney.com/stocks/suven-pharmaceuticals-ltd/117,SUVENPHAR
Laurus Labs Ltd.,546.75,"29,484","21,10,707",https://www.etmoney.com/stocks/laurus-labs-ltd/982,LAURUSLABS
Punjab & Sind Bank,42.84,"29,036","6,16,997",https://www.etmoney.com/stocks/punjab-and-sind-bank/779,PSB
Godrej Industries Ltd.,861.35,"29,006","1,02,084",https://www.etmoney.com/stocks/godrej-industries-ltd/2191,GODREJIND
Multi Commodity Exchange of India Ltd.,"5,636.50","28,745","3,48,577",https://www.etmoney.com/stocks/multi-commodity-exchange-of-india-ltd/1012,MCX
Aditya Birla Fashion and Retail Ltd.,251.55,"28,672","12,66,920",https://www.etmoney.com/stocks/aditya-birla-fashion-and-retail-ltd/1913,ABFRL
Cholamandalam Financial Holdings Ltd.,"1,519.55","28,534","1,22,138",https://www.etmoney.com/stocks/cholamandalam-financial-holdings-ltd/2746,CHOLAHLDNG
IRB Infrastructure Developers Ltd.,47.08,"28,432","1,35,09,673",https://www.etmoney.com/stocks/irb-infrastructure-developers-ltd/766,IRB
KPR Mill Ltd.,829.80,"28,364","1,33,520",https://www.etmoney.com/stocks/kpr-mill-ltd/918,KPRMILL
Syngene International Ltd.,704.35,"28,353","10,05,177",https://www.etmoney.com/stocks/syngene-international-ltd/846,SYNGENE
Go Digit General Insurance Ltd.,307.50,"28,320","10,10,717",https://www.etmoney.com/stocks/go-digit-general-insurance-ltd/4750,GODIGIT
Narayana Hrudayalaya Ltd.,"1,374.35","28,086","1,73,327",https://www.etmoney.com/stocks/narayana-hrudayalaya-ltd/2551,NH
Gillette India Ltd.,"8,460.40","27,568","11,26,970",https://www.etmoney.com/stocks/gillette-india-ltd/456,GILLETTE
ICICI Securities Ltd.,837.10,"27,212","80,861",https://www.etmoney.com/stocks/icici-securities-ltd/2431,ISEC
Gujarat Gas Ltd.,395.15,"27,202","3,88,787",https://www.etmoney.com/stocks/gujarat-gas-ltd/1043,GUJGASLTD
Indraprastha Gas Ltd.,193.90,"27,146","10,55,318",https://www.etmoney.com/stocks/indraprastha-gas-ltd/1481,IGL
Radico Khaitan Ltd.,"2,016.75","26,985","5,99,779",https://www.etmoney.com/stocks/radico-khaitan-ltd/2209,RADICO
Kaynes Technology India Ltd.,"4,212.55","26,965","9,40,268",https://www.etmoney.com/stocks/kaynes-technology-india-ltd/4252,KAYNES
Aegis Logistics Ltd.,761.30,"26,722","1,39,82,752",https://www.etmoney.com/stocks/aegis-logistics-ltd/1735,AEGISLOG
Ola Electric Mobility Ltd.,60.55,"26,708","2,71,81,781",https://www.etmoney.com/stocks/ola-electric-mobility-ltd/4773,OLAELEC
Piramal Pharma Ltd.,200.41,"26,569","95,58,625",https://www.etmoney.com/stocks/piramal-pharma-ltd/4240,PPLPHARMA
Endurance Technologies Ltd.,"1,876.30","26,393","62,313",https://www.etmoney.com/stocks/endurance-technologies-ltd/2585,ENDURANCE
Apollo Tyres Ltd.,413.40,"26,255","7,25,275",https://www.etmoney.com/stocks/apollo-tyres-ltd/2664,APOLLOTYRE
Deepak Nitrite Ltd.,"1,912.85","26,090","3,90,086",https://www.etmoney.com/stocks/deepak-nitrite-ltd/1867,DEEPAKNTR
The New India Assurance Company Ltd.,158.24,"26,078","4,26,443",https://www.etmoney.com/stocks/the-new-india-assurance-company-ltd/2821,NIACL
J B Chemicals & Pharmaceuticals Ltd.,"1,674.20","26,052","2,19,878",https://www.etmoney.com/stocks/j-b-chemicals-and-pharmaceuticals-ltd/1073,JBCHEPHARM
Apar Industries Ltd.,"6,362.85","25,558","1,32,995",https://www.etmoney.com/stocks/apar-industries-ltd/2386,APARINDS
Central Depository Services (India) Ltd.,"1,208.25","25,252","46,21,419",https://www.etmoney.com/stocks/central-depository-services-india-ltd/442,CDSL
Authum Investment & Infrastructure Ltd.,"1,485.65","25,233","99,243",https://www.etmoney.com/stocks/authum-investment-and-infrastructure-ltd/2855,AIIL
Brigade Enterprises Ltd.,"1,023.85","25,020","2,66,869",https://www.etmoney.com/stocks/brigade-enterprises-ltd/2067,BRIGADE
Gland Pharma Ltd.,"1,499.55","24,705","1,39,728",https://www.etmoney.com/stocks/gland-pharma-ltd/538,GLAND
Firstsource Solutions Ltd.,353.70,"24,653","19,04,677",https://www.etmoney.com/stocks/firstsource-solutions-ltd/525,FSL
ITI Ltd.,256.40,"24,637","1,70,184",https://www.etmoney.com/stocks/iti-ltd/2377,ITI
